dataset,split,conversation_id,turn_idx,emotion_top1,emotion_top1_score,p01,p05,p10,pi,cep,uiop,pop_mean_pct,genre_js,genre_entropy,year_decade_js,year_decade_entropy,mean_year,redundancy_new,redundancy_repeated,stereotype_label,stereotype_score_0,stereotype_score_1,emo_curiosity,emo_neutral,emo_confusion,emo_approval,emo_annoyance,emo_disapproval,emo_love,emo_admiration,emo_joy,emo_disappointment,emo_realization,emo_surprise,emo_excitement,emo_amusement,emo_desire,emo_optimism,emo_gratitude,emo_sadness,emo_fear,emo_disgust,emo_caring,emo_anger,emo_relief,emo_embarrassment,emo_nervousness,emo_remorse,emo_grief,emo_pride,rec_turn_order
redial,train,542,13,admiration,0.808,0.000,1.000,1.000,0.986,,1.000,0.986,0.481,1.386,0.320,0.000,2012.000,1,0,1,,0.690,,,,0.115,,,0.504,0.808,0.012,,,,,,,,0.013,,,,,,,,,,,,0
redial,train,543,3,neutral,0.964,0.000,0.500,1.000,0.972,,,0.968,0.412,1.560,0.320,0.000,2014.500,2,0,1,,0.980,,0.964,,0.011,0.008,,,0.004,,,0.004,,,,,,,,,,,,,,,,,,0
redial,train,543,9,neutral,0.564,1.000,1.000,1.000,0.998,1.000,1.000,0.998,0.498,0.693,0.551,0.000,1975.000,1,0,0,0.924,,0.419,0.564,0.280,0.009,0.009,,,,,,,,,,,,,,,,,,,,,,,,1
redial,train,544,3,neutral,0.814,1.000,1.000,1.000,0.998,,,0.998,0.497,1.386,0.419,0.000,2009.000,1,0,1,,0.721,0.186,0.814,0.222,0.008,0.008,,,,,,,,,,,,,,,,,,,,,,,,0
redial,train,544,9,love,0.891,0.000,1.000,1.000,0.987,1.000,,0.987,0.483,1.099,0.320,0.000,2015.000,1,0,0,0.688,,,,,,,,0.891,0.034,0.069,,,,0.100,,,0.060,,,,,,,,,,,,,1
redial,train,544,15,admiration,0.894,1.000,1.000,1.000,0.998,1.000,,0.998,0.483,1.099,0.419,0.000,2008.000,1,0,1,,0.976,,0.073,,0.085,,0.027,,0.894,,0.023,,,,,,,,,,,,,,,,,,,2
redial,train,544,17,neutral,0.727,0.000,1.000,1.000,0.981,1.000,,0.981,0.463,1.550,0.320,0.000,2015.000,2,0,0,0.703,,,0.727,,0.204,0.010,0.047,,,,,0.062,,,,,,,,,,,,,,,,,,3
redial,train,554,1,disapproval,0.564,0.000,0.000,1.000,0.947,,,0.947,0.333,1.386,0.320,0.000,2017.000,1,0,0,0.633,,0.433,0.114,0.179,,0.043,0.564,,,,,,,,,,,,,,,,,,,,,,,0
redial,train,554,3,curiosity,0.568,0.000,0.000,1.000,0.935,1.000,,0.935,0.429,0.693,0.320,0.000,2015.000,1,0,1,,0.503,0.568,0.495,0.068,0.014,,,,,,,,0.009,,,,,,,,,,,,,,,,,1
redial,train,556,7,neutral,0.863,0.000,1.000,1.000,0.960,,1.000,0.960,0.344,0.693,0.419,0.000,2002.000,1,0,0,0.879,,,0.863,,0.107,,,0.021,,,,0.016,,,,,0.017,,,,,,,,,,,,,0
redial,train,556,11,admiration,0.416,0.000,1.000,1.000,0.961,1.000,,0.961,0.584,0.000,0.320,0.000,2017.000,1,0,0,0.544,,,0.151,,0.346,,,,0.416,,0.036,0.059,,,,,,,,,,,,,,,,,,1
redial,train,557,1,love,0.742,1.000,1.000,1.000,0.998,,,0.998,0.493,1.099,0.546,0.000,1984.000,1,0,0,0.563,,0.516,,0.071,0.058,,,0.742,0.053,,,,,,,,,,,,,,,,,,,,,0
redial,train,557,3,gratitude,0.990,1.000,1.000,1.000,0.993,1.000,,0.993,0.404,0.693,0.517,0.000,1998.000,1,0,0,0.942,,,0.007,,0.016,,,,0.006,,,0.006,,,,,,0.990,,,,,,,,,,,,1
redial,train,558,1,admiration,0.776,1.000,1.000,1.000,0.991,,,0.991,0.408,0.693,0.320,0.000,2010.000,1,0,0,0.837,,,0.039,,0.325,,0.014,,0.776,,,0.024,,,,,,,,,,,,,,,,,,0
redial,train,558,5,amusement,0.921,1.000,1.000,1.000,0.994,1.000,,0.994,0.366,1.386,0.320,0.000,2016.000,1,0,0,0.701,,,0.011,,0.011,,,,0.019,0.180,,,,,0.921,,,,,,,,,,,,,,,1
redial,train,558,9,realization,0.586,0.000,0.000,1.000,0.941,1.000,1.000,0.941,0.404,0.693,0.419,0.000,2005.000,1,0,0,0.697,,,0.347,0.032,0.074,,,,,,,0.586,0.012,,,,,,,,,,,,,,,,,2
redial,train,560,3,love,0.785,0.000,1.000,1.000,0.971,,,0.971,0.404,0.693,0.320,0.000,2011.000,1,0,0,0.570,,,0.024,,0.107,,,0.785,0.311,0.047,,,,,,,,,,,,,,,,,,,,0
redial,train,560,9,amusement,0.906,0.000,0.000,1.000,0.925,1.000,,0.925,0.463,0.000,0.320,0.000,2016.000,1,0,0,0.749,,0.528,,0.121,,,,,0.032,0.160,,,,,0.906,,,,,,,,,,,,,,,1
redial,train,561,1,love,0.686,0.000,0.000,0.000,0.743,,,0.743,0.561,0.693,0.581,0.000,1963.000,1,0,0,0.819,,,0.047,,0.315,,0.011,0.686,0.073,,,,,,,,,,,,,,,,,,,,,0
redial,train,561,7,admiration,0.915,0.000,1.000,1.000,0.956,0.000,1.000,0.956,0.426,1.055,0.544,0.693,1948.000,2,0,0,0.785,,,0.028,,0.135,,,,0.915,0.011,,,,0.017,,,,,,,,,,,,,,,,1
redial,train,561,9,neutral,0.837,1.000,1.000,1.000,0.997,1.000,,0.997,0.519,0.693,0.581,0.000,1960.000,1,0,0,0.822,,,0.837,0.020,0.074,,0.093,,,,,0.017,,,,,,,,,,,,,,,,,,2
redial,train,563,3,curiosity,0.752,0.000,1.000,1.000,0.987,,1.000,0.987,0.463,0.000,0.517,0.000,1993.000,1,0,0,0.769,,0.752,0.151,0.082,,,,0.019,,0.026,,,,,,,,,,,,,,,,,,,,0
redial,train,563,7,neutral,0.588,1.000,1.000,1.000,0.995,1.000,,0.995,0.351,1.386,0.612,0.000,1946.000,1,0,1,,0.819,0.542,0.588,0.127,0.007,0.006,,,,,,,,,,,,,,,,,,,,,,,,1
redial,train,563,9,joy,0.830,0.000,0.000,0.000,0.774,0.000,0.000,0.774,0.323,1.099,0.581,0.000,1963.000,1,0,0,0.803,,,,,0.094,,,,0.079,0.830,,,,0.069,0.057,,,,,,,,,,,,,,,2
redial,train,564,3,amusement,0.706,0.000,0.000,0.000,0.895,,,0.895,0.445,1.099,0.419,0.000,2007.000,1,0,0,0.881,,,,,0.042,,,0.017,0.362,0.357,,,,,0.706,,,,,,,,,,,,,,,0
redial,train,564,13,admiration,0.915,0.000,1.000,1.000,0.976,0.000,,0.976,0.463,0.000,0.320,0.000,2011.000,1,0,1,,0.839,,0.019,,0.129,,,,0.915,,,0.007,,,,,,0.012,,,,,,,,,,,,1
redial,train,564,15,approval,0.636,1.000,1.000,1.000,0.991,1.000,,0.991,0.404,0.693,0.419,0.000,2005.000,1,0,0,0.801,,,0.062,,0.636,,,,,0.051,,0.171,,0.054,,,,,,,,,,,,,,,,2
redial,train,564,17,gratitude,0.987,0.000,0.000,1.000,0.913,1.000,,0.913,0.458,0.693,0.419,0.000,2004.000,1,0,0,0.875,,,0.012,,0.033,,0.020,,,,,,,,,,0.049,0.987,,,,,,,,,,,,3
redial,train,567,3,amusement,0.659,0.000,1.000,1.000,0.983,,,0.983,0.304,1.386,0.419,0.000,2008.000,1,0,1,,0.660,,0.031,,,0.043,0.511,,,0.032,,,,,0.659,,,,,,,,,,,,,,,0
redial,train,569,1,desire,0.554,0.000,1.000,1.000,0.976,,,0.976,0.463,0.000,0.517,0.000,1995.000,1,0,1,,0.873,0.018,0.410,,0.031,,,,,,,,,,,0.554,0.045,,,,,,,,,,,,,0
redial,train,569,3,love,0.594,1.000,1.000,1.000,0.998,1.000,1.000,0.998,0.497,1.386,0.419,0.000,2009.000,1,0,1,,0.518,,0.114,,0.234,,,0.594,0.054,,,0.007,,,,,,,,,,,,,,,,,,1
redial,train,569,5,neutral,0.441,1.000,1.000,1.000,0.996,1.000,,0.996,0.358,1.099,0.419,0.000,2003.000,1,0,0,0.900,,,0.441,0.173,0.265,,,,,,,0.095,,,,,0.022,,,,,,,,,,,,,2
redial,train,570,7,amusement,0.893,0.000,1.000,1.000,0.976,,,0.976,0.463,0.000,0.320,0.000,2011.000,1,0,1,,0.517,,0.023,,0.056,,,,,0.095,,0.101,,,0.893,,,,,,,,,,,,,,,0
redial,train,571,3,neutral,0.898,0.000,0.000,0.000,0.891,,,0.891,0.362,1.386,0.320,0.000,2012.000,1,0,0,0.873,,,0.898,,0.022,0.018,0.083,,,,,0.018,,,,,,,,,,,,,,,,,,0
redial,train,571,9,surprise,0.275,0.500,1.000,1.000,0.978,0.000,,0.973,0.451,1.055,0.419,0.000,2004.500,2,0,1,,0.768,,0.086,,0.173,,,,,,,0.144,0.275,0.238,,,,,,,,,,,,,,,,1
redial,train,573,3,fear,0.732,1.000,1.000,1.000,0.992,,,0.992,0.422,0.693,0.419,0.000,2000.000,1,0,1,,0.907,,,,0.052,,,,0.395,,,,,0.051,,,,,,0.732,,,,,,0.074,,,,0
redial,train,573,7,disapproval,0.609,0.000,0.000,1.000,0.916,1.000,1.000,0.916,0.584,0.000,0.320,0.000,2014.000,1,0,0,0.500,,,0.399,,,0.051,0.609,,,,0.085,0.027,,,,,,,,,,,,,,,,,,1
redial,train,575,3,admiration,0.873,1.000,1.000,1.000,0.997,,,0.997,0.391,0.693,0.546,0.000,1986.000,1,0,0,0.603,,,,,0.027,,,0.628,0.873,0.023,,,,,,,,0.008,,,,,,,,,,,,0
redial,train,575,5,admiration,0.489,1.000,1.000,1.000,0.997,1.000,,0.996,0.438,1.561,0.272,0.693,2004.500,2,0,1,,0.663,,0.184,,0.151,,,,0.489,0.064,,,,0.126,,,,,,,,,,,,,,,,1
redial,train,575,7,neutral,0.776,1.000,1.000,1.000,0.997,1.000,,0.996,0.438,1.561,0.272,0.693,2004.500,0,2,0,0.882,,,0.776,,0.140,,,,,,,0.032,,0.013,,,0.023,,,,,,,,,,,,,2
redial,train,579,7,amusement,0.762,0.000,1.000,1.000,0.952,,1.000,0.952,0.404,0.693,0.419,0.000,2006.000,1,0,0,0.652,,,,,0.056,,,0.021,0.511,0.259,,,,,0.762,,,,,,,,,,,,,,,0
redial,train,579,9,love,0.836,0.000,1.000,1.000,0.973,1.000,1.000,0.973,0.463,0.000,0.517,0.000,1999.000,1,0,0,0.692,,,0.051,,0.102,,,0.836,0.107,,,0.024,,,,,,,,,,,,,,,,,,1
redial,train,583,1,confusion,0.822,0.000,1.000,1.000,0.985,,,0.985,0.498,1.386,0.419,0.000,2001.000,1,0,0,0.723,,,0.219,0.822,0.031,,0.076,,,,,0.021,,,,,,,,,,,,,,,,,,0
redial,train,583,5,admiration,0.942,1.000,1.000,1.000,0.998,1.000,,0.998,0.497,1.386,0.419,0.000,2009.000,1,0,0,0.661,,,,,0.030,,,0.015,0.942,0.026,,,,0.025,,,,,,,,,,,,,,,,1
redial,train,583,7,curiosity,0.624,0.000,1.000,1.000,0.963,1.000,,0.963,0.504,1.609,0.419,0.000,2002.000,1,0,0,0.770,,0.624,0.371,0.180,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,2
redial,train,583,13,love,0.890,1.000,1.000,1.000,0.998,1.000,,0.998,0.430,1.609,0.419,0.000,2008.000,1,0,0,0.844,,,0.066,,0.099,,,0.890,0.034,,,0.018,,,,,,,,,,,,,,,,,,3
redial,train,584,1,neutral,0.808,1.000,1.000,1.000,0.999,,,0.999,0.429,1.386,0.546,0.000,1986.000,1,0,0,0.551,,0.219,0.808,0.136,0.009,0.007,,,,,,,,,,,,,,,,,,,,,,,,0
redial,train,585,5,admiration,0.764,0.000,1.000,1.000,0.987,,1.000,0.987,0.344,0.693,0.419,0.000,2000.000,1,0,0,0.944,,,0.021,,0.164,,,0.421,0.764,0.029,,,,,,,,,,,,,,,,,,,,0
redial,train,588,7,curiosity,0.757,1.000,1.000,1.000,0.999,,,0.999,0.338,1.332,0.517,0.000,1991.000,2,0,0,0.755,,0.757,0.243,0.129,0.007,,,,,,,,,,,,0.007,,,,,,,,,,,,,0
redial,train,588,15,neutral,0.964,1.000,1.000,1.000,0.998,1.000,,0.998,0.481,1.386,0.517,0.000,1997.000,1,0,0,0.932,,,0.964,,0.023,0.005,0.003,,,,,0.008,,,,,,,,,,,,,,,,,,1
redial,train,589,3,joy,0.892,1.000,1.000,1.000,0.992,,,0.992,0.493,1.099,0.546,0.000,1986.000,1,0,0,0.711,,,,,0.065,,,,0.045,0.892,,,,0.031,0.054,,,,,,,,,,,,,,,0
redial,train,589,5,disappointment,0.432,1.000,1.000,1.000,0.992,1.000,,0.992,0.493,1.099,0.546,0.000,1986.000,0,1,0,0.765,,,0.043,,,0.161,0.193,,0.403,,0.432,,,,,,,,,,,,,,,,,,,1
redial,train,589,9,approval,0.433,1.000,1.000,1.000,0.999,1.000,,0.999,0.443,1.099,0.546,0.000,1982.000,1,0,1,,0.978,0.314,0.066,,0.433,,,0.048,0.372,,,,,,,,,,,,,,,,,,,,,2
redial,train,590,1,curiosity,0.581,0.500,1.000,1.000,0.972,,,0.976,0.360,1.040,0.339,0.693,1999.500,2,0,1,,0.622,0.581,0.496,0.099,0.009,,,,,,,,,,,0.010,,,,,,,,,,,,,,0
redial,train,590,3,love,0.822,1.000,1.000,1.000,0.993,1.000,1.000,0.993,0.429,0.693,0.419,0.000,2000.000,0,1,1,,0.543,,0.042,,0.060,,0.039,0.822,,,0.050,,,,,,,,,,,,,,,,,,,1
redial,train,593,3,neutral,0.544,0.000,1.000,1.000,0.965,,,0.965,0.282,1.386,0.419,0.000,2009.000,1,0,0,0.606,,,0.544,,0.033,,,,,,,,,,,0.196,0.080,,,,,0.101,,,,,,,,0
redial,train,595,5,love,0.933,0.000,0.000,0.000,0.733,,0.000,0.760,0.346,1.332,0.202,0.693,2013.000,2,0,0,0.696,,,0.017,,0.101,,,0.933,0.061,0.015,,,,,,,,,,,,,,,,,,,,0
redial,train,596,3,approval,0.528,1.000,1.000,1.000,0.997,,,0.997,0.497,1.386,0.419,0.000,2002.000,1,0,0,0.815,,,0.511,,0.528,,,,,,,0.007,,,,,0.027,,,,,0.038,,,,,,,,0
redial,train,596,5,neutral,0.458,0.000,1.000,1.000,0.975,1.000,,0.975,0.298,1.386,0.419,0.000,2002.000,1,0,0,0.716,,,0.458,,0.069,,,,,0.057,,0.035,,0.159,,,,,,,,,,,,,,,,1
redial,train,596,7,neutral,0.322,0.000,0.000,1.000,0.950,1.000,1.000,0.950,0.394,1.386,0.320,0.000,2017.000,1,0,0,0.725,,,0.322,,,,0.047,,,,0.075,0.055,,,,0.202,,,,,,,,,,,,,,2
redial,train,596,9,joy,0.738,0.000,1.000,1.000,0.953,1.000,,0.953,0.351,1.099,0.320,0.000,2017.000,1,0,0,0.868,,,,,0.210,,,,0.059,0.738,,,,,0.089,,0.136,,,,,,,,,,,,,3
redial,train,599,1,curiosity,0.728,0.000,1.000,1.000,0.980,,1.000,0.980,0.619,0.000,0.320,0.000,2017.000,1,0,0,0.877,,0.728,0.286,0.108,0.007,,,,,,,,,,,,0.009,,,,,,,,,,,,,0
redial,train,599,5,admiration,0.818,0.000,1.000,1.000,0.952,1.000,1.000,0.952,0.443,1.099,0.419,0.000,2009.000,1,0,0,0.873,,,0.080,,0.196,,0.029,,0.818,,,0.026,,,,,,,,,,,,,,,,,,1
redial,train,599,9,curiosity,0.673,0.000,1.000,1.000,0.980,1.000,,0.980,0.619,0.000,0.320,0.000,2017.000,0,1,0,0.813,,0.673,,0.162,0.071,,,,0.176,,0.070,,,,,,,,,,,,,,,,,,,2
redial,train,600,1,neutral,0.940,1.000,1.000,1.000,0.994,,,0.994,0.348,1.099,0.517,0.000,1997.000,1,0,0,0.708,,,0.940,,0.040,0.003,,,0.004,,,0.017,,,,,,,,,,,,,,,,,,0
redial,train,600,3,disapproval,0.477,0.000,0.000,1.000,0.914,1.000,1.000,0.912,0.271,1.386,0.320,0.000,2016.000,2,0,1,,0.653,0.226,,0.379,,,0.477,0.366,,,0.073,,,,,,,,,,,,,,,,,,,1
redial,train,600,5,caring,0.417,0.000,0.000,1.000,0.943,1.000,1.000,0.943,0.370,0.693,0.320,0.000,2015.000,1,0,1,,0.710,,0.165,,0.167,,,,,,,0.070,,,,,0.097,,,,,0.417,,,,,,,,2
redial,train,601,5,joy,0.533,0.000,1.000,1.000,0.975,,,0.975,0.494,1.386,0.320,0.000,2014.000,1,0,0,0.945,,0.215,0.076,,0.054,,,,,0.533,,,,0.110,,,,,,,,,,,,,,,,0
redial,train,601,7,desire,0.714,0.000,1.000,1.000,0.975,1.000,1.000,0.975,0.494,1.386,0.320,0.000,2014.000,0,1,0,0.697,,0.019,0.185,,0.020,,,,,,,,,,,0.714,0.019,,,,,,,,,,,,,1
redial,train,601,15,caring,0.780,0.000,1.000,1.000,0.980,1.000,,0.980,0.619,0.000,0.320,0.000,2017.000,1,0,1,,0.534,,,,0.072,,,,0.068,,,,,,,,0.229,0.169,,,,0.780,,,,,,,,2
redial,train,602,5,curiosity,0.804,0.000,1.000,1.000,0.953,,1.000,0.953,0.351,1.099,0.320,0.000,2017.000,1,0,0,0.784,,0.804,0.184,0.079,0.011,,,,,,,,,0.011,,,,,,,,,,,,,,,,0
redial,train,602,7,neutral,0.646,0.000,1.000,1.000,0.975,1.000,,0.975,0.494,1.386,0.320,0.000,2014.000,1,0,1,,0.686,,0.646,0.031,0.027,0.009,,,,,,0.291,,,,,,,,,,,,,,,,,,1
redial,train,602,11,neutral,0.731,0.000,1.000,1.000,0.975,1.000,1.000,0.975,0.494,1.386,0.320,0.000,2014.000,0,1,1,,0.792,0.031,0.731,0.384,0.022,,,,,,,0.058,,,,,,,,,,,,,,,,,,2
redial,train,602,15,disapproval,0.384,0.000,0.000,1.000,0.925,1.000,,0.925,0.463,0.000,0.320,0.000,2016.000,1,0,1,,0.842,,0.210,,,,0.384,,,,0.353,,,,,0.044,0.051,,,,,,,,,,,,,3
redial,train,603,1,neutral,0.459,0.000,0.000,1.000,0.919,,,0.919,0.374,1.099,0.320,0.000,2010.000,1,0,0,0.515,,0.441,0.459,0.243,0.024,,,,,,,0.012,,,,,,,,,,,,,,,,,,0
redial,train,603,3,admiration,0.914,0.000,0.500,1.000,0.942,1.000,1.000,0.936,0.362,1.040,0.546,0.000,1986.000,2,0,0,0.925,,,0.037,,0.118,,,,0.914,,0.020,0.021,,,,,,,,,,,,,,,,,,1
redial,train,603,5,admiration,0.857,0.000,0.000,0.000,0.778,0.000,1.000,0.778,0.566,0.000,0.517,0.000,1993.000,1,0,1,,0.731,,0.028,0.356,0.146,,,0.027,0.857,,,,,,,,,,,,,,,,,,,,,2
redial,train,603,9,joy,0.847,0.500,0.500,1.000,0.972,0.000,1.000,0.965,0.463,0.000,0.272,0.693,2002.500,2,0,0,0.764,,,0.040,,0.039,,,,,0.847,,,,,,,,,,,,0.036,,0.027,,,,,,3
redial,train,606,3,love,0.679,0.000,1.000,1.000,0.983,,1.000,0.983,0.370,1.099,0.419,0.000,2000.000,1,0,1,,0.523,,0.020,,0.078,,,0.679,0.569,0.044,,,,,,,,,,,,,,,,,,,,0
redial,train,606,5,neutral,0.818,0.000,1.000,1.000,0.974,1.000,,0.974,0.497,1.386,0.320,0.000,2013.000,1,0,1,,0.517,,0.818,0.059,0.027,,0.077,,,,,0.016,,,,,,,,,,,,,,,,,,1
redial,train,606,7,approval,0.763,0.000,1.000,1.000,0.978,1.000,1.000,0.978,0.258,1.330,0.432,0.693,1993.000,2,0,0,0.808,,,,,0.763,,,,0.054,0.192,,,,,0.532,,0.024,,,,,,,,,,,,,2
redial,train,609,11,admiration,0.816,0.000,0.000,0.000,0.858,,,0.858,0.497,1.099,0.320,0.000,2015.000,1,0,1,,0.696,0.370,0.037,0.036,0.048,,,,0.816,,,,,,,,,,,,,,,,,,,,,0
redial,train,610,11,curiosity,0.464,1.000,1.000,1.000,0.999,,0.000,0.999,0.522,0.693,0.419,0.000,2000.000,1,0,0,0.873,,0.464,0.406,0.193,0.035,,,,,,,,,,,,0.059,,,,,,,,,,,,,0
redial,train,610,13,gratitude,0.988,1.000,1.000,1.000,0.990,1.000,,0.990,0.619,0.000,0.320,0.000,2016.000,1,0,0,0.675,,,0.012,,0.015,0.008,0.010,,,,,,,,,,,0.988,,,,,,,,,,,,1
redial,train,610,15,approval,0.494,0.000,1.000,1.000,0.988,1.000,,0.988,0.550,0.000,0.419,0.000,2002.000,1,0,1,,0.626,,,,0.494,,,,0.141,,,,,,,,0.051,0.044,,,,0.256,,,,,,,,2
redial,train,611,7,disapproval,0.765,0.000,0.500,1.000,0.964,,1.000,0.960,0.257,1.332,0.419,0.000,2004.500,2,0,0,0.859,,,0.260,,0.028,0.032,0.765,,,,0.021,,,,,,,,,,,,,,,,,,,0
redial,train,611,9,admiration,0.920,0.000,0.000,1.000,0.942,1.000,,0.942,0.323,1.099,0.419,0.000,2005.000,0,1,0,0.881,,,0.035,,0.106,,,,0.920,,,0.010,,,,,0.006,,,,,,,,,,,,,1
redial,train,611,13,approval,0.318,0.000,0.000,1.000,0.941,1.000,1.000,0.941,0.280,0.693,0.517,0.000,1999.000,1,0,1,,0.667,,0.256,,0.318,,,,0.218,,,0.040,,,,,0.029,,,,,,,,,,,,,2
redial,train,613,3,admiration,0.926,0.000,1.000,1.000,0.979,,,0.979,0.429,0.693,0.419,0.000,2003.000,1,0,1,,0.598,,0.035,,0.064,,,,0.926,,,0.006,,,,,,0.005,,,,,,,,,,,,0
redial,train,613,5,amusement,0.825,0.500,1.000,1.000,0.976,1.000,1.000,0.971,0.404,0.693,0.202,0.693,2008.000,2,0,0,0.551,,,,,0.030,,,0.601,0.043,0.047,,,,,0.825,,,,,,,,,,,,,,,1
redial,train,613,9,admiration,0.924,0.000,1.000,1.000,0.975,1.000,1.000,0.975,0.463,0.000,0.419,0.000,2008.000,1,0,0,0.601,,,0.026,,0.081,,,,0.924,,,,,,,,0.008,0.012,,,,,,,,,,,,2
redial,train,613,17,neutral,0.947,0.000,0.000,0.000,0.834,0.000,,0.834,0.463,0.000,0.320,0.000,2016.000,1,0,1,,0.699,,0.947,,0.016,0.009,0.004,,,,,0.012,,,,,,,,,,,,,,,,,,3
redial,train,614,9,admiration,0.476,0.000,0.000,0.000,0.866,,,0.866,0.344,0.693,0.419,0.000,2004.000,1,0,1,,0.766,,0.106,,0.135,,,,0.476,0.049,,0.024,,,,,,,,,,,,,,,,,,0
redial,train,615,3,neutral,0.693,0.000,0.500,1.000,0.962,,,0.955,0.199,1.332,0.419,0.000,2002.500,2,0,0,0.558,,,0.693,,0.022,,,0.098,,0.017,,,,0.029,,,,,,,,,,,,,,,,0
redial,train,615,13,love,0.592,0.000,1.000,1.000,0.964,1.000,,0.964,0.378,1.792,0.546,0.000,1985.000,1,0,1,,0.930,,0.109,,0.209,,,0.592,0.138,,,0.013,,,,,,,,,,,,,,,,,,1
redial,train,615,21,amusement,0.914,1.000,1.000,1.000,0.998,1.000,,0.998,0.372,1.099,0.551,0.000,1979.000,1,0,1,,0.920,,0.031,,,,,0.010,0.015,0.078,,,,,0.914,,,,,,,,,,,,,,,2
redial,train,615,23,love,0.947,1.000,1.000,1.000,0.998,1.000,,0.998,0.423,0.693,0.546,0.000,1987.000,1,0,1,,0.798,,0.011,,0.019,,,0.947,0.047,0.010,,,,,,,,,,,,,,,,,,,,3
redial,train,616,9,curiosity,0.740,0.000,0.000,1.000,0.928,,,0.928,0.584,0.000,0.419,0.000,2007.000,1,0,1,,0.559,0.740,0.075,,,,,,,,,,0.088,0.072,,,0.036,,,,,,,,,,,,,0
redial,train,619,5,love,0.872,1.000,1.000,1.000,0.990,,1.000,0.990,0.619,0.000,0.320,0.000,2016.000,1,0,0,0.772,,,0.037,,0.090,,,0.872,0.062,0.016,,,,,,,,,,,,,,,,,,,,0
redial,train,619,7,admiration,0.871,1.000,1.000,1.000,0.996,1.000,1.000,0.996,0.377,0.693,0.419,0.000,2007.000,1,0,0,0.860,,,0.025,,0.289,,,,0.871,,,,,,,,0.027,0.013,,,,,,,,,,,,1
redial,train,619,9,neutral,0.905,0.000,1.000,1.000,0.971,1.000,,0.971,0.356,0.693,0.517,0.000,1992.000,1,0,1,,0.648,0.079,0.905,0.076,0.009,0.006,,,,,,,,,,,,,,,,,,,,,,,,2
redial,train,619,17,admiration,0.557,1.000,1.000,1.000,0.996,1.000,,0.996,0.530,1.386,0.419,0.000,2007.000,1,0,0,0.903,,,0.155,,0.240,,,,0.557,0.012,,0.012,,,,,,,,,,,,,,,,,,3
redial,train,620,3,neutral,0.459,0.000,0.500,0.500,0.950,,,0.939,0.351,1.332,0.272,0.693,2002.500,2,0,0,0.573,,0.120,0.459,0.175,,,,,,,,0.111,0.164,,,,,,,,,,,,,,,,,0
redial,train,620,9,neutral,0.918,0.000,1.000,1.000,0.971,0.689,1.000,0.971,0.356,0.693,0.517,0.000,1992.000,1,0,0,0.898,,,0.918,,0.039,0.005,0.032,,,,,0.018,,,,,,,,,,,,,,,,,,1
redial,train,620,13,curiosity,0.609,0.000,1.000,1.000,0.971,1.000,,0.971,0.356,0.693,0.517,0.000,1992.000,0,1,0,0.819,,0.609,0.451,0.154,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,2
redial,train,622,15,confusion,0.794,0.000,1.000,1.000,0.983,,,0.984,0.412,1.735,0.400,0.693,1977.500,2,0,1,,0.608,,0.348,0.794,0.031,,0.017,,,,,0.026,,,,,,,,,,,,,,,,,,0
redial,train,624,3,admiration,0.527,0.000,1.000,1.000,0.974,,,0.974,0.407,1.386,0.517,0.000,1991.000,1,0,1,,0.618,,0.079,,0.086,,,,0.527,0.148,,,,0.047,,,,,,,,,,,,,,,,0
redial,train,624,5,disapproval,0.639,1.000,1.000,1.000,0.994,1.000,1.000,0.994,0.463,0.000,0.517,0.000,1992.000,1,0,1,,0.654,0.150,,0.556,,0.050,0.639,,,,0.052,,,,,,,,,,,,,,,,,,,1
redial,train,624,7,admiration,0.613,0.000,1.000,1.000,0.989,1.000,,0.989,0.463,0.000,0.546,0.000,1980.000,1,0,0,0.815,,,0.034,,0.090,,,,0.613,0.321,,,,0.076,,,,,,,,,,,,,,,,2
redial,train,624,9,admiration,0.863,0.000,0.000,1.000,0.923,1.000,1.000,0.923,0.463,0.000,0.546,0.000,1988.000,1,0,0,0.754,,,0.027,,0.054,,,,0.863,0.044,,,,0.069,,,,,,,,,,,,,,,,3
redial,train,624,11,neutral,0.499,0.000,0.000,0.000,0.631,0.000,0.000,0.631,0.443,0.693,0.419,0.000,2006.000,1,0,0,0.631,,,0.499,,,0.049,0.102,,,,,0.157,0.233,,,,,,,,,,,,,,,,,4
redial,train,625,5,neutral,0.773,0.000,0.000,1.000,0.941,,,0.941,0.584,0.000,0.419,0.000,2003.000,1,0,1,,0.743,,0.773,,0.176,,,0.055,,,,0.009,,,,,0.020,,,,,,,,,,,,,0
redial,train,625,11,approval,0.683,0.000,1.000,1.000,0.986,1.000,,0.986,0.481,1.386,0.320,0.000,2012.000,1,0,0,0.686,,,0.232,0.007,0.683,,,,0.013,,,0.121,,,,,,,,,,,,,,,,,,1
redial,train,625,15,curiosity,0.675,0.000,1.000,1.000,0.975,1.000,,0.975,0.465,1.099,0.419,0.000,2007.000,1,0,0,0.614,,0.675,0.351,0.119,0.006,,,,,,,,0.005,,,,,,,,,,,,,,,,,2
redial,train,625,21,caring,0.819,0.000,1.000,1.000,0.975,1.000,,0.975,0.465,1.099,0.419,0.000,2007.000,0,1,0,0.700,,,0.042,,0.118,,,,,,,,,,,,0.065,0.071,,,,0.819,,,,,,,,3
